Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
2882,Mattia Zaccagni,it ITA,FW,Lazio,it Serie A,26,1995,20.8,6,0,0,32,82,2,42,27,23,1,0,0,84,18,20,47.4
2883,Mattia Zaccagni,it ITA,MFFW,Hellas Verona,it Serie A,26,1995,2,0,0,0,1,9,0,3,3,2,1,0,0,8,4,1,80
2884,Dan-Axel Zagadou,fr FRA,DF,Dortmund,de Bundesliga,22,1999,10.6,2,0,0,12,7,0,2,24,7,0,1,0,149,54,17,76.1
2885,Wilfried Zaha,ci CIV,FW,Crystal Palace,eng Premier League,28,1992,30.7,6,1,1,41,124,25,49,24,35,1,0,0,212,19,52,26.8
2886,Denis Zakaria,ch SUI,MFDF,M'Gladbach,de Bundesliga,24,1996,15.5,4,0,0,23,14,1,5,37,19,0,1,0,169,14,15,48.3
2887,Denis Zakaria,ch SUI,MF,Juventus,it Serie A,24,1996,6.6,1,0,0,13,4,0,4,14,6,0,0,0,49,7,8,46.7
2888,Joseba Zaldúa,es ESP,DF,Real Sociedad,es La Liga,29,1992,13,6,0,0,22,23,1,24,12,22,0,0,0,98,28,23,54.9
2889,Nicola Zalewski,pl POL,DF,Roma,it Serie A,19,2002,8.8,1,0,0,10,22,1,18,24,21,0,0,0,71,2,10,16.7
2890,Andre-Frank Zambo Anguissa,cm CMR,MF,Napoli,it Serie A,25,1995,21.4,5,0,0,43,35,0,9,44,35,0,0,0,170,26,27,49.1
2891,Nicolò Zaniolo,it ITA,FW,Roma,it Serie A,22,1999,21.9,12,2,1,57,69,10,29,15,12,3,0,0,114,16,31,34
2892,Alessandro Zanoli,it ITA,DF,Napoli,it Serie A,20,2000,5.1,2,0,0,10,3,0,5,11,5,0,0,0,36,5,3,62.5
2893,Mattia Zanotti,it ITA,DF,Inter,it Serie A,18,2003,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2894,Duván Zapata,co COL,FW,Atalanta,it Serie A,30,1991,19.1,3,0,0,32,32,10,33,8,4,0,0,0,71,41,62,39.8
2895,Gabriele Zappa,it ITA,DF,Cagliari,it Serie A,21,1999,12.7,4,1,1,17,12,0,22,23,12,0,0,0,98,15,16,48.4
2896,Davide Zappacosta,it ITA,DF,Atalanta,it Serie A,29,1992,26.1,6,0,0,35,31,7,83,21,18,2,0,0,163,14,23,37.8
2897,Oier Zarraga,es ESP,MF,Athletic Club,es La Liga,22,1999,13,5,0,0,24,17,1,15,18,9,1,0,0,105,8,19,29.6
2898,Simone Zaza,it ITA,FWMF,Torino,it Serie A,30,1991,1.4,1,0,0,5,2,2,0,0,2,0,0,0,15,10,7,58.8
2899,Akim Zedadka,dz ALG,DF,Clermont Foot,fr Ligue 1,26,1995,37.1,5,0,0,29,91,5,89,85,42,0,1,0,336,29,36,44.6
2900,Deyovaisio Zeefuik,nl NED,DFMF,Hertha BSC,de Bundesliga,23,1998,6.3,1,0,0,5,9,1,9,12,7,0,1,0,52,12,10,54.5
2901,Marvin Zeegelaar,nl NED,DF,Udinese,it Serie A,30,1990,7.1,2,0,0,13,3,2,1,21,17,0,1,0,63,18,9,66.7
2902,Arber Zeneli,xk KVX,FW,Reims,fr Ligue 1,26,1995,4.5,0,0,0,4,5,1,8,2,1,0,0,0,29,0,12,0
2903,Robin Zentner,de GER,GK,Mainz 05,de Bundesliga,26,1994,32,1,0,0,1,4,0,0,0,0,0,1,0,174,0,0,
2904,Andi Zeqiri,ch SUI,FWMF,Augsburg,de Bundesliga,22,1999,11.3,2,0,0,25,16,12,6,10,6,0,0,0,55,18,51,26.1
2905,Mehdi Zerkane,dz ALG,MFDF,Bordeaux,fr Ligue 1,22,1999,0.9,0,0,0,1,2,0,0,2,2,0,0,0,8,0,2,0
2906,Edon Zhegrova,xk KVX,MFFW,Lille,fr Ligue 1,22,1999,5.3,2,1,1,2,6,0,15,6,11,0,0,0,38,1,5,16.7
2907,Luca Zidane,fr FRA,GKMF,Rayo Vallecano,es La Liga,23,1998,7.2,0,1,0,0,1,0,0,0,0,0,0,0,36,0,0,
2908,Piotr Zieliński,pl POL,MF,Napoli,it Serie A,27,1994,23.2,1,0,0,19,31,0,20,15,14,0,0,0,145,7,18,28
2909,David Zima,cz CZE,DF,Torino,it Serie A,20,2000,14.6,3,0,0,19,6,1,4,33,10,0,1,0,126,61,35,63.5
2910,Christoph Zimmermann,de GER,DF,Norwich City,eng Premier League,28,1993,1.7,0,0,0,1,2,0,0,3,3,0,0,0,16,2,1,66.7
