Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
627,Diogo Dalot,pt POR,DF,Manchester Utd,eng Premier League,22,1999,20,4,0,0,20,7,1,46,44,33,0,0,0,178,38,22,63.3
628,Mikkel Damsgaard,dk DEN,MFFW,Sampdoria,it Serie A,21,2000,6.4,1,0,0,10,10,0,9,10,9,0,0,0,53,4,4,50
629,Flavius Daniliuc,at AUT,DF,Nice,fr Ligue 1,20,2001,14.4,4,0,0,19,6,1,6,24,27,0,0,0,139,25,23,52.1
630,Danilo,br BRA,DFMF,Juventus,it Serie A,30,1991,21,6,0,0,21,11,0,13,39,22,0,0,0,178,40,23,63.5
631,Kevin Danso,at AUT,DF,Lens,fr Ligue 1,22,1998,31,9,2,1,49,44,1,1,75,35,1,0,0,304,85,34,71.4
632,Dante,br BRA,DF,Nice,fr Ligue 1,37,1983,31.9,7,3,1,24,12,0,3,60,28,1,0,0,290,66,24,73.3
633,Ebrima Darboe,gm GAM,MF,Roma,it Serie A,20,2001,0.7,0,0,0,1,1,0,0,2,2,0,0,0,5,0,0,
634,Márton Dárdai,de GER,DF,Hertha BSC,de Bundesliga,19,2002,8.4,2,0,0,10,8,0,1,16,6,0,0,0,59,15,9,62.5
635,Sergi Darder,es ESP,MF,Espanyol,es La Liga,27,1993,34.7,4,0,0,35,46,0,38,44,26,0,0,0,207,15,24,38.5
636,Vladimír Darida,cz CZE,MF,Hertha BSC,de Bundesliga,30,1990,19.8,6,0,0,25,35,3,27,30,23,0,0,0,181,13,38,25.5
637,Karl Darlow,eng ENG,GK,Newcastle Utd,eng Premier League,30,1990,8,1,0,0,1,2,0,0,0,0,0,1,0,31,0,0,
638,Matteo Darmian,it ITA,DF,Inter,it Serie A,31,1989,16.7,4,0,0,26,21,0,37,20,22,1,0,0,94,19,7,73.1
639,Josh Dasilva,eng ENG,MFFW,Brentford,eng Premier League,22,1998,2.9,0,1,0,3,5,0,4,4,2,0,0,0,30,1,3,25
640,Jonathan David,ca CAN,FW,Lille,fr Ligue 1,21,2000,31.2,3,0,0,28,47,6,16,12,19,0,0,0,150,30,75,28.6
641,Alphonso Davies,ca CAN,DF,Bayern Munich,de Bundesliga,20,2000,19.3,3,0,0,15,31,3,60,42,25,0,0,0,211,15,16,48.4
642,Ben Davies,wls WAL,DF,Tottenham,eng Premier League,28,1993,28.2,6,0,0,33,23,5,9,45,18,0,1,0,201,77,49,61.1
643,Tom Davies,eng ENG,MF,Everton,eng Premier League,23,1998,2.6,1,0,0,4,3,0,0,8,2,0,0,0,20,5,3,62.5
644,Keinan Davis,eng ENG,FW,Aston Villa,eng Premier League,23,1998,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
645,Paweł Dawidowicz,pl POL,DF,Hellas Verona,it Serie A,26,1995,13.3,3,0,0,26,15,0,4,22,20,0,1,0,125,31,23,57.4
646,Craig Dawson,eng ENG,DF,West Ham,eng Premier League,31,1990,30.6,5,1,0,40,12,1,1,30,21,0,2,0,265,103,56,64.8
647,Kevin De Bruyne,be BEL,MF,Manchester City,eng Premier League,30,1991,24.5,2,0,0,25,36,5,101,14,14,0,0,0,174,15,29,34.1
648,Konrad De La Fuente,us USA,FWDF,Marseille,fr Ligue 1,20,2001,8.7,1,0,0,3,6,1,25,6,8,0,0,0,37,4,7,36.4
649,Sebastien De Maio,fr FRA,DF,Udinese,it Serie A,34,1987,2,0,0,0,5,0,0,0,5,2,0,0,0,27,2,3,40
650,Tommaso De Nipoti,it ITA,MF,Atalanta,it Serie A,18,2003,0.1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,100
651,Rodrigo De Paul,ar ARG,MF,Atlético Madrid,es La Liga,27,1994,23.9,7,0,0,48,69,1,36,31,30,0,0,0,210,13,28,31.7
652,Mattia De Sciglio,it ITA,DF,Juventus,it Serie A,28,1992,13,2,1,0,16,8,0,33,26,11,0,1,0,105,17,14,54.8
653,Lorenzo De Silvestri,it ITA,DF,Bologna,it Serie A,33,1988,25.5,7,0,0,31,27,3,48,30,13,1,0,0,183,90,60,60
654,Saulo Decarli,ch SUI,DF,Bochum,de Bundesliga,29,1992,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,50
655,Troy Deeney,eng ENG,FW,Watford,eng Premier League,33,1988,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,57.1
656,Grégoire Defrel,mq MTQ,FW,Sassuolo,it Serie A,30,1991,15.1,3,0,0,16,21,3,0,6,16,0,0,0,64,17,42,28.8
657,Alessandro Deiola,it ITA,MF,Cagliari,it Serie A,25,1995,23.7,5,0,0,49,27,1,11,37,25,0,0,0,226,48,39,55.2
658,Romain Del Castillo,fr FRA,MFFW,Brest,fr Ligue 1,25,1996,10.8,1,1,0,16,23,0,30,13,17,1,0,0,98,5,11,31.3
659,Romain Del Castillo,fr FRA,MFFW,Rennes,fr Ligue 1,25,1996,0.3,0,0,0,0,2,0,0,1,1,0,0,0,2,0,1,0
660,Thomas Delaine,fr FRA,DF,Metz,fr Ligue 1,29,1992,25.7,4,0,0,25,16,1,91,42,28,0,0,0,146,7,22,24.1
661,Thomas Delaney,dk DEN,MF,Sevilla,es La Liga,29,1991,17.2,4,1,1,26,26,1,11,21,24,0,0,0,174,68,34,66.7
662,Thomas Delaney,dk DEN,MF,Dortmund,de Bundesliga,29,1991,0.2,0,0,0,0,1,0,0,1,0,0,0,0,5,0,0,
663,Liam Delap,eng ENG,FW,Manchester City,eng Premier League,18,2003,0.1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,
664,Sacha Delaye,fr FRA,MFFW,Montpellier,fr Ligue 1,19,2002,2.9,0,0,0,4,1,0,7,2,3,0,0,0,23,2,8,20
665,Filippo Delli Carri,it ITA,DF,Salernitana,it Serie A,22,1999,3.7,1,0,0,2,3,0,3,7,5,0,0,0,25,3,3,50
666,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,29,1991,3,0,0,0,6,3,0,8,0,2,0,0,0,13,6,9,40
667,Andy Delort,dz ALG,FW,Nice,fr Ligue 1,29,1991,27.2,3,0,0,38,49,15,49,13,10,1,0,0,104,87,114,43.3
668,Fabian Delph,eng ENG,MF,Everton,eng Premier League,31,1989,7.4,2,0,0,11,7,0,1,19,13,0,0,0,83,5,5,50
669,Moussa Dembélé,fr FRA,FW,Lyon,fr Ligue 1,25,1996,24.5,6,0,0,29,20,10,8,8,11,3,0,0,91,67,65,50.8
670,Ousmane Dembélé,fr FRA,FW,Barcelona,es La Liga,24,1997,15.7,3,0,0,11,27,4,96,13,19,0,0,0,78,5,8,38.5
671,Yusuf Demir,at AUT,FW,Barcelona,es La Liga,18,2003,2.1,0,0,0,1,4,0,1,0,1,0,0,0,18,1,2,33.3
672,Merih Demiral,tr TUR,DF,Atalanta,it Serie A,23,1998,21.3,8,0,0,28,16,3,1,55,25,0,1,0,195,98,38,72.1
673,Kerem Demirbay,de GER,MF,Leverkusen,de Bundesliga,28,1993,22.8,10,0,0,37,32,3,27,51,39,0,0,0,229,13,22,37.1
674,Ermedin Demirović,ba BIH,FWMF,Freiburg,de Bundesliga,23,1998,9.7,4,0,0,30,8,12,8,3,4,0,0,0,50,20,54,27
675,Diego Demme,de GER,MF,Napoli,it Serie A,29,1991,7.7,4,0,0,27,11,0,6,12,14,0,0,0,82,6,4,60
676,Jason Denayer,be BEL,DF,Lyon,fr Ligue 1,26,1995,11.1,2,0,0,8,5,0,1,18,6,0,1,0,74,18,21,46.2
677,Leander Dendoncker,be BEL,MF,Wolves,eng Premier League,26,1995,21.7,4,0,0,20,6,0,9,24,24,0,0,0,179,40,38,51.3
678,Emmanuel Dennis,ng NGA,FWMF,Watford,eng Premier League,23,1997,28.7,9,1,1,69,47,12,29,25,28,1,0,0,165,59,101,36.9
679,Fabio Depaoli,it ITA,MFDF,Sampdoria,it Serie A,24,1997,1.2,1,0,0,8,1,0,2,2,0,0,0,0,7,1,3,25
680,Fabio Depaoli,it ITA,DF,Hellas Verona,it Serie A,24,1997,7.8,3,0,0,21,10,4,26,10,5,0,0,0,59,9,12,42.9
681,Memphis Depay,nl NED,FW,Barcelona,es La Liga,27,1994,20.6,3,0,0,25,55,13,61,6,7,3,0,0,92,18,24,42.9
682,Mike van der Hoorn,nl NED,DF,Arminia,de Bundesliga,28,1992,0.2,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,100
683,Arthur Desmas,fr FRA,GK,Clermont Foot,fr Ligue 1,27,1994,14.5,0,0,0,0,3,0,0,0,0,0,0,1,61,0,0,
684,Sergiño Dest,us USA,DFFW,Barcelona,es La Liga,20,2000,16.8,2,0,0,17,27,1,56,17,24,0,0,0,109,11,14,44
685,Mattia Destro,it ITA,FW,Genoa,it Serie A,30,1991,19.4,4,0,0,44,34,20,5,6,8,0,0,0,63,69,129,34.8
686,Gerard Deulofeu,es ESP,FWMF,Udinese,it Serie A,27,1994,29.1,9,0,0,26,34,33,89,27,9,2,0,0,138,2,31,6.1
687,Kiernan Dewsbury-Hall,eng ENG,MF,Leicester City,eng Premier League,22,1998,23.4,4,0,0,28,41,0,50,27,25,0,0,0,210,23,26,46.9
688,Jacopo Dezi,it ITA,MF,Venezia,it Serie A,29,1992,0.2,0,0,0,0,0,0,1,1,0,0,0,0,5,1,0,100
689,Samuel Di Carmine,it ITA,FW,Hellas Verona,it Serie A,32,1988,0.4,1,0,0,1,2,0,0,0,0,0,0,0,2,0,1,0
690,Federico Di Francesco,it ITA,FWMF,Empoli,it Serie A,27,1994,15.2,2,0,0,35,28,13,32,11,10,1,0,0,77,5,28,15.2
691,Giovanni Di Lorenzo,it ITA,DF,Napoli,it Serie A,27,1993,31.9,3,0,0,47,50,8,47,46,43,1,0,0,231,52,28,65
692,Ángel Di María,ar ARG,FW,Paris S-G,fr Ligue 1,33,1988,18.3,2,0,0,12,16,7,65,18,18,1,0,0,92,1,1,50
693,Francesco Di Mariano,it ITA,FW,Venezia,it Serie A,25,1996,0.7,0,0,0,1,1,0,2,0,1,0,0,0,0,0,1,0
694,Francesco Di Tacchio,it ITA,MF,Salernitana,it Serie A,31,1990,13.9,3,0,0,30,28,0,3,36,11,0,0,1,143,18,19,48.6
695,Boulaye Dia,sn SEN,FW,Villarreal,es La Liga,24,1996,14.1,3,0,0,23,19,7,7,8,9,0,0,0,40,32,39,45.1
696,Moussa Diaby,fr FRA,FWMF,Leverkusen,de Bundesliga,22,1999,30.7,10,1,1,41,30,17,87,21,11,0,0,0,176,10,28,26.3
697,Yadaly Diaby,fr FRA,FWMF,Clermont Foot,fr Ligue 1,20,2000,0.7,1,1,0,1,1,0,0,3,0,0,0,0,4,1,1,50
698,Mouctar Diakhaby,gn GUI,DF,Valencia,es La Liga,24,1996,21.6,11,0,0,30,16,1,3,57,32,0,1,2,210,44,31,58.7
699,Ibrahim Diakité,fr FRA,MF,Reims,fr Ligue 1,17,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
700,Abdou Diallo,sn SEN,DF,Paris S-G,fr Ligue 1,25,1996,9.7,1,0,0,12,3,0,14,13,18,0,0,0,58,15,4,78.9
701,Habib Diallo,sn SEN,FW,Strasbourg,fr Ligue 1,26,1995,17.1,2,0,0,19,27,15,8,6,7,0,0,0,72,53,64,45.3
702,Ibrahima Diallo,fr FRA,MF,Southampton,eng Premier League,22,1999,11.4,1,0,0,13,17,0,7,17,20,0,0,0,101,13,15,46.4
703,Mouhamadou Diarra,sn SEN,MF,Strasbourg,fr Ligue 1,17,2004,1.2,1,0,0,2,1,0,0,3,3,0,0,0,9,1,2,33.3
704,Stéphane Diarra,fr FRA,FWMF,Lorient,fr Ligue 1,22,1998,5.8,2,0,0,6,8,2,15,10,9,1,0,0,33,2,8,20
705,Rúben Dias,pt POR,DF,Manchester City,eng Premier League,24,1997,26.7,5,0,0,30,10,2,5,38,27,0,0,0,217,53,36,59.6
706,Krepin Diatta,sn SEN,MFDF,Monaco,fr Ligue 1,22,1999,3.2,0,0,0,3,8,0,4,3,4,0,0,0,25,9,3,75
707,Amadou Diawara,gn GUI,MF,Roma,it Serie A,24,1997,1.9,0,0,0,6,0,0,0,0,2,0,0,0,19,2,0,100
708,Brahim Díaz,es ESP,MF,Milan,it Serie A,21,1999,20.6,4,0,0,24,36,4,16,12,27,0,0,0,134,8,48,14.3
709,Javier Díaz,es ESP,GK,Sevilla,es La Liga,24,1997,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
710,Luis Díaz,co COL,FW,Liverpool,eng Premier League,24,1997,10.6,0,0,0,16,21,3,22,4,10,0,0,0,81,10,28,26.3
711,Víctor Díaz,es ESP,DF,Granada,es La Liga,33,1988,16.7,5,0,0,16,6,0,9,31,14,0,0,0,154,33,36,47.8
712,Daniel Didavi,de GER,FWMF,Stuttgart,de Bundesliga,31,1990,3.1,1,0,0,3,6,2,5,1,1,0,0,0,18,2,7,22.2
713,Bamba Dieng,sn SEN,FWMF,Marseille,fr Ligue 1,21,2000,10.8,0,1,0,14,15,4,6,7,13,2,0,0,31,17,16,51.5
714,Eric Dier,eng ENG,DF,Tottenham,eng Premier League,27,1994,34.1,1,0,0,18,13,0,3,47,13,0,0,1,240,89,51,63.6
715,Elhadji Dieye,sn SEN,MFFW,Saint-Étienne,fr Ligue 1,19,2002,0.4,0,0,0,1,2,1,1,2,2,0,0,0,2,1,0,100
716,Lucas Digne,fr FRA,DF,Everton,eng Premier League,28,1993,13,4,0,0,17,11,0,34,31,17,0,0,1,138,25,14,64.1
717,Lucas Digne,fr FRA,DF,Aston Villa,eng Premier League,28,1993,14.1,2,0,0,21,23,3,62,32,10,0,0,0,120,25,21,54.3
718,Mitchell Dijks,nl NED,DF,Bologna,it Serie A,28,1993,7.7,2,0,0,9,10,0,18,9,14,0,0,0,38,8,4,66.7
719,Javairô Dilrosun,nl NED,MFFW,Bordeaux,fr Ligue 1,23,1998,19.2,3,0,0,14,36,1,25,24,10,0,0,0,86,9,8,52.9
720,Javairô Dilrosun,nl NED,FW,Hertha BSC,de Bundesliga,23,1998,1.5,0,0,0,3,3,0,0,2,1,0,0,0,10,0,2,0
721,Federico Dimarco,it ITA,DF,Inter,it Serie A,23,1997,15.9,1,0,0,17,13,2,57,27,12,0,0,0,135,8,17,32
722,Landry Dimata,be BEL,FWMF,Espanyol,es La Liga,23,1997,6,0,0,0,14,25,3,1,3,2,0,0,0,17,18,31,36.7
723,Stole Dimitrievski,mk MKD,GK,Rayo Vallecano,es La Liga,27,1993,30.8,0,0,0,0,7,0,0,0,0,0,0,0,156,0,0,
724,Junior Dina Ebimbe,fr FRA,MF,Paris S-G,fr Ligue 1,20,2000,3.5,2,0,0,11,5,0,1,4,6,0,0,0,23,1,1,50
725,Tristan Dingomé,cm CMR,MFFW,Troyes,fr Ligue 1,30,1991,12,3,0,0,15,17,1,22,17,12,1,0,0,94,9,10,47.4
726,Sinaly Diomande,ci CIV,DF,Lyon,fr Ligue 1,20,2001,6.4,2,0,0,6,4,0,0,18,4,0,0,1,40,19,9,67.9
727,Issa Diop,fr FRA,DF,West Ham,eng Premier League,24,1997,10.7,0,0,0,6,5,1,1,17,3,0,0,0,96,19,20,48.7
728,Sofiane Diop,fr FRA,MFFW,Monaco,fr Ligue 1,21,2000,21.6,6,0,0,27,46,4,50,33,20,1,1,0,148,18,32,36
729,Andy Diouf,fr FRA,MF,Rennes,fr Ligue 1,18,2003,0.2,0,0,0,1,1,0,0,0,1,0,0,0,3,0,1,0
730,Assane Dioussé,sn SEN,MF,Saint-Étienne,fr Ligue 1,23,1997,0.3,0,0,0,0,1,0,0,0,0,0,0,0,9,2,0,100
731,Axel Disasi,fr FRA,DF,Monaco,fr Ligue 1,23,1998,30.2,5,0,0,46,14,3,2,59,27,0,1,0,284,83,41,66.9
732,Filippo Distefano,it ITA,FW,Fiorentina,it Serie A,17,2003,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,
733,Matías Dituro,ar ARG,GK,Celta Vigo,es La Liga,34,1987,38,1,0,0,1,3,0,0,0,0,0,0,0,197,0,0,
734,Tiago Djaló,pt POR,DF,Lille,fr Ligue 1,21,2000,25.9,4,0,0,31,24,1,6,31,39,0,0,2,221,27,30,47.4
735,Djené,tg TOG,DF,Getafe,es La Liga,29,1991,34.6,11,1,0,48,40,1,11,93,36,0,2,0,360,69,39,63.9
736,Moussa Djenepo,ml MLI,MF,Southampton,eng Premier League,23,1998,5.1,3,0,0,12,11,0,6,9,8,0,0,0,54,2,7,22.2
737,Koffi Djidji,ci CIV,DF,Torino,it Serie A,28,1992,19.3,6,1,1,27,6,1,11,48,20,0,2,0,189,53,40,57
738,Alexander Djiku,gh GHA,DF,Strasbourg,fr Ligue 1,26,1994,29.9,10,1,1,46,30,2,11,80,40,0,2,0,252,74,30,71.2
739,Bryan Djile Nokoué,cm CMR,DFMF,Saint-Étienne,fr Ligue 1,19,2002,0.6,0,0,0,0,1,0,1,1,2,0,0,0,5,0,0,
740,Berat Djimsiti,al ALB,DF,Atalanta,it Serie A,28,1993,25.1,6,0,0,27,16,1,10,53,31,0,1,1,263,79,24,76.7
741,Ouparine Djoco,sn SEN,GK,Clermont Foot,fr Ligue 1,23,1998,23.5,1,0,0,1,4,0,0,0,0,0,1,0,136,0,0,
742,Naïs Djouahra,fr FRA,FWMF,Real Sociedad,es La Liga,21,1999,2.4,0,0,0,3,4,1,11,2,2,0,0,0,20,2,1,66.7
743,Marko Dmitrović,rs SRB,GK,Sevilla,es La Liga,29,1992,6,0,0,0,0,1,0,0,0,0,0,0,0,33,0,0,
744,Lewis Dobbin,eng ENG,FWMF,Everton,eng Premier League,18,2003,0.4,1,0,0,0,1,0,1,1,2,0,0,0,2,0,6,0
745,Matt Doherty,ie IRL,DF,Tottenham,eng Premier League,29,1992,9.7,0,0,0,14,4,0,20,17,12,0,0,0,72,17,9,65.4
746,Jeremy Doku,be BEL,FWMF,Rennes,fr Ligue 1,19,2002,5.2,2,0,0,9,18,0,18,7,4,0,0,0,37,3,8,27.3
747,Kasper Dolberg,dk DEN,FW,Nice,fr Ligue 1,23,1997,16.6,0,0,0,34,28,3,3,8,10,0,0,0,45,25,33,43.1
748,Jaume Doménech,es ESP,GK,Valencia,es La Liga,30,1990,3.8,1,0,0,0,0,0,0,0,0,0,0,0,22,0,0,
749,Brandon Domingues,fr FRA,MFFW,Troyes,fr Ligue 1,21,2000,2.6,0,0,0,4,9,0,7,3,2,0,0,0,16,0,2,0
750,Carlos Dominguez,es ESP,DF,Celta Vigo,es La Liga,20,2001,3.8,1,0,0,3,5,0,0,7,5,0,1,0,34,12,6,66.7
751,Mario Dominguez,es ESP,FW,Valencia,es La Liga,17,2004,0.3,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,33.3
752,Nicolás Domínguez,ar ARG,MF,Bologna,it Serie A,23,1998,22.4,8,0,0,32,43,0,9,45,48,0,0,0,260,36,34,51.4
753,John Donald,es ESP,DF,Elche,es La Liga,20,2000,2,0,0,0,1,0,0,0,3,6,0,0,0,19,2,5,28.6
754,Lee Dongjun,kr KOR,MF,Hertha BSC,de Bundesliga,24,1997,1.3,0,0,0,2,3,1,2,2,1,0,0,0,11,0,1,0
755,Anastasios Donis,gr GRE,FWMF,Reims,fr Ligue 1,24,1996,4.1,0,1,0,9,3,8,18,3,7,0,0,0,20,2,7,22.2
756,Gianluigi Donnarumma,it ITA,GK,Paris S-G,fr Ligue 1,22,1999,17,3,0,0,0,2,0,0,0,0,0,0,0,65,0,0,
757,Niklas Dorsch,de GER,MF,Augsburg,de Bundesliga,23,1998,25.8,8,0,0,64,58,0,2,64,54,0,0,0,305,21,16,56.8
758,Gabriel Dos Santos,br BRA,DF,Arsenal,eng Premier League,23,1997,34,8,1,1,24,43,1,4,39,37,0,0,0,250,68,38,64.2
759,Jodel Dossou,bj BEN,FW,Clermont Foot,fr Ligue 1,29,1992,22.3,4,0,0,28,43,14,49,11,23,1,0,0,119,7,19,26.9
760,Lohann Doucet,fr FRA,MF,Nantes,fr Ligue 1,18,2002,0.1,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0
761,Abdoulaye Doucouré,ml MLI,MF,Everton,eng Premier League,28,1993,28.2,6,0,0,54,20,1,8,41,45,0,0,0,355,44,52,45.8
762,Cheick Doucouré,ml MLI,MF,Lens,fr Ligue 1,21,2000,32.7,7,1,0,47,29,0,3,74,67,0,0,0,299,22,24,47.8
763,Fodé Doucouré,ml MLI,DF,Reims,fr Ligue 1,20,2001,1.7,0,0,0,1,1,0,3,5,6,0,0,0,14,1,4,20
764,Ismaël Doukouré,fr FRA,DF,Strasbourg,fr Ligue 1,18,2003,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,40
765,Kamory Doumbia,ml MLI,MFFW,Reims,fr Ligue 1,18,2003,3.9,1,0,0,2,5,1,3,11,7,0,0,0,30,4,5,44.4
766,Moussa Doumbia,ml MLI,FW,Reims,fr Ligue 1,26,1994,1,0,0,0,0,4,1,1,0,0,0,0,0,5,0,4,0
767,Souleyman Doumbia,ci CIV,DF,Angers,fr Ligue 1,24,1996,24.7,10,1,0,22,27,1,44,55,23,0,2,0,133,17,16,51.5
768,Kieran Dowell,eng ENG,FWMF,Norwich City,eng Premier League,23,1997,10.1,0,0,0,26,4,0,20,9,7,0,0,0,49,13,28,31.7
769,Bartłomiej Drągowski,pl POL,GK,Fiorentina,it Serie A,23,1997,6.2,0,1,0,0,1,0,0,0,0,0,0,0,28,0,0,
770,Radu Drăgușin,ro ROU,DF,Sampdoria,it Serie A,19,2002,6.9,1,0,0,9,5,1,3,13,2,0,0,0,82,17,8,68
771,Radu Drăgușin,ro ROU,DF,Salernitana,it Serie A,19,2002,5.4,1,0,0,3,5,0,0,21,4,0,0,0,38,7,11,38.9
772,Cody Drameh,eng ENG,DF,Leeds United,eng Premier League,19,2001,1.4,1,0,0,2,0,0,2,3,3,0,0,0,9,0,2,0
773,Julian Draxler,de GER,FWMF,Paris S-G,fr Ligue 1,27,1993,6.1,0,0,0,5,1,1,4,4,4,0,0,0,26,2,4,33.3
774,Matthieu Dreyer,fr FRA,GK,Lorient,fr Ligue 1,32,1989,16,0,0,0,0,2,0,0,0,0,0,0,0,55,0,0,
775,Domingos Duarte,pt POR,DF,Granada,es La Liga,26,1995,18.7,7,1,0,29,16,0,0,26,9,0,3,0,195,48,26,64.9
776,Óscar Duarte,cr CRC,DF,Levante,es La Liga,32,1989,19.7,5,0,0,32,5,2,0,27,14,0,0,0,211,87,40,68.5
777,Rubén Duarte,es ESP,DF,Alavés,es La Liga,25,1995,29.1,12,1,1,48,44,2,77,68,40,1,1,0,274,68,43,61.3
778,Leo Dubois,fr FRA,DF,Lyon,fr Ligue 1,26,1994,19.4,5,0,0,19,15,1,58,28,37,1,0,0,139,18,23,43.9
779,Martin Dúbravka,sk SVK,GK,Newcastle Utd,eng Premier League,32,1989,26,1,0,0,0,6,0,0,0,0,0,0,0,106,0,0,
780,Ondrej Duda,sk SVK,MF,Köln,de Bundesliga,26,1994,17.9,5,0,0,42,36,0,13,28,18,0,0,0,160,25,37,40.3
781,Jeremy Dudziak,tn TUN,MFFW,Greuther Fürth,de Bundesliga,25,1995,12.6,1,0,0,14,27,3,23,16,13,2,0,0,84,16,21,43.2
782,Shane Duffy,ie IRL,DF,Brighton,eng Premier League,29,1992,16,7,0,0,20,7,1,0,18,9,0,0,0,152,81,23,77.9
783,Unai Dufur,es ESP,DF,Osasuna,es La Liga,22,1999,1,0,0,0,1,0,0,0,3,1,0,0,0,13,5,2,71.4
784,Denzel Dumfries,nl NED,DF,Inter,it Serie A,25,1996,22.5,3,0,0,33,42,4,52,26,25,2,1,0,130,59,41,59
785,Paul Dummett,wls WAL,DF,Newcastle Utd,eng Premier League,29,1991,2.2,2,0,0,4,3,0,3,4,4,0,0,0,10,3,3,50
786,Alfred Duncan,gh GHA,MF,Fiorentina,it Serie A,28,1993,21.5,3,0,0,27,13,0,29,23,23,0,0,0,143,15,18,45.5
787,Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,29,1991,28.6,3,1,0,8,6,0,6,46,11,0,0,0,257,91,44,67.4
788,Milan Đurić,ba BIH,FW,Salernitana,it Serie A,31,1990,24.1,6,0,0,29,48,6,7,2,4,1,0,0,78,298,116,72
789,Filip Đuričić,rs SRB,MFFW,Sassuolo,it Serie A,29,1992,7.5,1,0,0,12,16,2,0,5,7,0,0,0,35,3,5,37.5
790,Erik Durm,de GER,DF,Eint Frankfurt,de Bundesliga,29,1992,5.3,1,0,0,3,7,0,13,11,6,0,0,0,42,4,10,28.6
791,Hugo Duro,es ESP,FWMF,Valencia,es La Liga,21,1999,20.4,3,1,1,32,47,7,8,8,20,2,0,0,112,48,86,35.8
792,Hugo Duro,es ESP,DFMF,Getafe,es La Liga,21,1999,0.1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,50
793,Jean-Kevin Duverne,fr FRA,DF,Brest,fr Ligue 1,24,1997,33.4,1,0,0,38,33,3,60,77,44,0,0,1,272,43,35,55.1
794,Paulo Dybala,ar ARG,FWMF,Juventus,it Serie A,27,1993,22.9,3,0,0,20,54,6,33,19,15,0,0,0,146,4,25,13.8
795,Edin Džeko,ba BIH,FW,Inter,it Serie A,35,1986,27.4,2,0,0,28,44,5,37,8,18,2,0,0,107,95,80,54.3
796,Enzo Ebosse,cm CMR,DF,Angers,fr Ligue 1,22,1999,21,1,0,0,16,20,0,11,41,14,0,1,0,162,25,26,49
797,Tyronne Ebuehi,ng NGA,DF,Venezia,it Serie A,25,1995,12.6,1,1,0,23,8,1,20,23,15,0,0,0,82,16,18,47.1
798,Éderson,br BRA,MF,Salernitana,it Serie A,22,1999,12.7,5,0,0,19,39,1,6,24,23,0,0,0,93,12,21,36.4
799,Ederson,br BRA,GK,Manchester City,eng Premier League,27,1993,37,3,0,0,1,7,0,0,0,0,0,1,0,121,0,0,
800,Odsonne Édouard,fr FRA,FW,Crystal Palace,eng Premier League,23,1998,17.4,4,0,0,28,11,4,8,11,13,0,0,0,86,46,64,41.8
801,CJ Egan-Riley,eng ENG,DF,Manchester City,eng Premier League,18,2003,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
802,Maximilian Eggestein,de GER,MF,Freiburg,de Bundesliga,24,1996,24.4,2,0,0,36,30,1,11,34,29,0,0,0,274,66,59,52.8
803,Lilian Egloff,de GER,FWMF,Stuttgart,de Bundesliga,18,2002,0.3,0,0,0,2,0,0,0,0,1,0,0,0,1,1,2,33.3
804,Kingsley Ehizibue,nl NED,DF,Köln,de Bundesliga,26,1995,7.6,2,0,0,15,19,0,16,17,14,0,0,0,76,16,6,72.7
805,Julian Eitschberger,de GER,DF,Hertha BSC,de Bundesliga,17,2004,0.5,0,0,0,0,2,0,1,1,0,0,0,0,9,1,0,100
806,Albin Ekdal,se SWE,MF,Sampdoria,it Serie A,32,1989,18.2,11,1,1,39,41,0,1,40,27,0,0,0,194,28,19,59.6
807,Hugo Ekitike,fr FRA,FW,Reims,fr Ligue 1,19,2002,14.1,1,1,0,19,33,12,10,15,13,2,0,0,73,31,38,44.9
808,Jurgen Ekkelenkamp,nl NED,MFFW,Hertha BSC,de Bundesliga,21,2000,8,1,0,0,11,5,0,4,9,5,0,0,0,58,9,22,29
809,Caleb Ekuban,gh GHA,FWMF,Genoa,it Serie A,27,1994,19.1,2,0,0,26,34,2,11,9,14,0,0,0,94,40,64,38.5
810,Anthony Elanga,se SWE,FW,Manchester Utd,eng Premier League,19,2002,13.5,0,0,0,11,24,3,16,19,17,0,0,0,67,27,25,51.9
